text,openness,conscientiousness,extraversion,agreeableness,neuroticism
"Well this is the first time that I have ever been told to write for twenty minutes straight about what is going on inside of my head. Anyways, yeah it is early in the morning and I just got back from calculus, and I am extremley tired. The reason that I am tired is because I did not get a lot of sleep this weekend. I really wanted to catch up on my sleep but it did not really happen. The reason for this is, that on Saturday night I did not go to bed until like four or five in the morning and then I needed to wake up semi-early to do some necessary homework. I really am a night person and I do not ever mind staying up late even when I have to wake up early the next morning. Well anyways, school has been its usual self. I am really enjoying the college life and the freedom from my parents, but I miss all of my friends so much. I really wish we had more vacation time so that I could spend it with my friends. The person that I miss the most, is of course my sister. We have grown up our whole lives together, and now that she is actually maturing and becoming a normal person, I am not there to see it and it is kind of sad. Anyways, also I miss Kyle a lot. I mean I realized how good of friends we were, but since we have both gone to college, I realize it even more. He is the one that can always put me in a good mood when I am upset. He can always make me feel so much better about myself. I can never get mad at the kid, even if he says the rudest things or the most inconciderate things. He is a great friend and someone that I will always want to be in touch with. I mean saturday night we talked on the phone for like four hours. I mean that is a lot of talking. I never thought I could talk on the phone that much, but with him the conversation is never boring, never worthless, never repetitive. It is always something new and great to hear. Yeah we have our moments where we say somethings to each other that normally if anyone else said that stuff we would get really angry, but we know that we really do not mean it, and that we are really good friends. Well enough about him, he already occupies enough of my time. Twenty minutes is a really long time to type, considering that the first time I did this my computer like froze or something when I pushed the finish button, which really made me mad. Well I also have this other friend named Matt, whom I have known since like sixth grade and have like since sixth grade. He goes to school here and we hang out a lot, but he has a girlfriend in New Jersey, whom I hear about every freakin day of my life. Oh well, nothing I can do about that. I really want to meet some more people. I have been here about two weeks and I have not really met that many people, which is kind of sad.  I am used to having a lot of friends and a lot of friends to do stuff with all the time, and for the first time in my life I do not have a lot of friends and it is kind of depressing. I mean I have no trouble meeting people or even talking to random strangers, but when it comes to really becoming someone friend I am having a harder time than I thought I would. I know that I just need to give it some more time, I can not expect to make everlasting friends within two weeks. I give out that advice to a lot of people, but I do not ever really listen to the advicec myself. Wow, I have like seven minutes left and my left hand is really starting to cramp up and it is getting harder and harder to type as each secong passes. I really wish that this would just end. When you are told to type about what is going on inside your head, you really have trouble. I usually do not have any trouble telling people about things I think about. . Oh my gosh this is so random, but last night around four in the morning or something like that, I woke up with a major cramp in my left calf. It hurt so incredibly bad. I tried walking, but I couldn't. It hurt so bad that I was crying until it went away. Even though it only lasted a short period of time, the time that it did last was torturous. Anyways, back to the analization of how I can not write when someone tells me too. I really wonder how people can take what a person writes and interpret it to mean something totally random. I just find that absolutely bizzare. I do not think that I would ever have that ability. I have two meetingts to go to tonight, and I do not know how I am going to do this, because they are both at the same times. Yay I am getting excited because I only have like two and a half minutes left to go. This really shows you how long twenty minutes is. I always thought that it was a really short time, but when you have to do something like this where you watch the time tick by, you are able to see that twenty minutes is a real long time. I really do not like Mondays and Wednesdays. I do not like the fact that I have classes in the morning and then I have a huge break, and then I have classes in the afternoon. We had open door night last night, and our room won cutest runner up. I do not know who won cutest overall, but we were happy with what we got. It is finally about to come to and end and my hands are in a lot of pain and will be relieved when they do not have to type anymore. Well less than thirty seconds and it is all over. I am way pumped over here.",0.0,1.0,1.0,0.0,1.0
"Hmmmm. What am I going to write for my stream of consciousness. I don't even know if I spelled that word right. Oh, well. I guess I just write whatever comes into my head. By the way, I have to fill out my daily schedule for my EDP 310 class. Don't forget about that. It's kind of hard to type whatever comes into my head because my hands aren't as fast as my thoughts. (That's obviously a good thing). What's on my mind. This is a lot harder than I thought. Sometimes there is absolutely nothing in my head and I just draw a blank. Nothing to write about. I wish that I can draw pictures on this thing but I can't. I tend to be a more visual person and I get a lot more pictures in my head than words. I think I'm going a bit over twenty minutes, although it doesn't seem like it. I just sit here at my computer and think sometimes because I want something to pop in my head so I can write it down, but nothing happens. It seems like when you want your mind to wander, it has a harder time doing it, but if you're trying to concentrate on something, like when you're taking a test, your mind can't stop wandering. I guess that's the amazing thing about the brain. so unpredictable. At least to the untrained individual who doesn't know what to look for it seems unpredictable. Maybe not so much for an expert. Its funny how the mind works. Anyway, I don't want to get all philosophical or psychological or anything so I think that my time is up. Until next time. Ooohhh my arm itches",1.0,0.0,0.0,0.0,0.0
"I enjoy my life so much right now, but I am also at a really tuff time in my life right now. I love Austin and UT, but my boyfriend lives back home. Things are great between us, but it is so hard not being able to see him everyday. I miss the little things, like just being able to drive 5 minutes to go to his house, now it takes me over three hours to go to his house. I guess though that when I do get to see him, that the time we spend together is more valuable. I never realized how much we took for granted the fact that we used to live so close together. Now just to hear his voice costs money. I miss him so much. I have faith that things will work out between us, it is just going to be a long hard road through college. We have a lot of growing up to do though too. We both have a huge jealously problem, which is part of the reason we broke up the first time we were together. Whenever trusted each other enough to let the other one go out with their friends, so we were always together, and eventually I guess we just got bored of each other. I think the biggest mistake we ever made, was breaking up because a lot of things happened during the time we were broken up that puts strain on our relationship now. Although I have to thank my parents for sending me down to provisionals this summer, because when I left, Adam realized that if we did not work things out soon, we were never going to be together again, because I was not going to wait around for him. I love Adam so much, I thank God everyday that I met him. He has been my best friend for three years now, and I couldn't think of anyone that has helped me through as much stuff as he has. He has always been there for me, except for when we broke up, and he only left because it hurt him to be around me. Other than that Adam is the person that has helped me through the toughest times in my life. No matter what happened during the day, Adam can always make me feel better. He can make all my worries fade.",0.0,0.0,1.0,0.0,1.0
"I work at a daycare in the mornings on Teusday and Thursday before class and friday after class. During the day I am in my classes and at night I have meetings or readings to do. I am sytressing out right now, and I am trying to not think about how much I need to do. Each time I finish with one task I feel a little better but after a few minutes I get stressed out again. I can not wait for the labor day weekend though, because I am going to spend some of time catching up with all of my readings and some of my time just relaxing. I think after Labor day I will be relaxed and I will not be so stressed out with all of my work. I like my job in the mornings on Teusday and Thursday, I work at a daycare for infants. I work with the two months to two years, from eight in the morning until twelve-thirty in the afternoon. I like working with that age of children, because they are so trusting. They are away from their parents, but they still are so relaxed and trusting with all of the teachers at the daycare. I feel dumb writting this, because I have so much going through my mind but I can't write it all down, because most of it is the same thing over and over. Wondering how I am going to finish all of my homework and go to work and go to my meetings. I geuss for the most part I am just stressing out because it is the begining of the semester, and my goal for this  semester is to make at least a 3. 75. I feel that if I get behind at the begining of the semester, I will never be able to catch up, and I will not reach my GPA goal. I am a very opptimistic person though, so I know that if I keep up with my work I will be able to reach my goal, and maybe even get higher. Another thing though is that I should be a junior in years, but I am nine hours short, so over next semester and the summer I have to catch up, so that I can graduate on time. I am not worried about that, I am more concerned with my grades, because I know that I can catch up in summer, and next semester. I feel a little bit better no that I have almost completed this assignment, so that is a little off my head that I do not have to worry about. Now all I have to do is read 300 pages for three more of my classes, and do the pretesting, although it won't let me on right now. maybe when I am done with this assignment I can get connected to the pretesting, but if not I will have to wait for tomorrow to do that, because right now I have to go buy some more books. Then I have to go eat, because I have not eaten all day and after I eat, I have to go read about Russian ecconomics. After that it will be time for class and then I have the pre-law fraternity meeting tonight. After the metting I am going to go home and go to sleep right away, because I have been up since six in the morning and I am tierd now, and I still have laods to do. So I am done with this for now, I have to get started on the rest of my schedule.",0.0,1.0,1.0,1.0,0.0
"I swear that office space is the funniest movie I have ever seen. ""Yeah, hi!"". ""It's Bill Lumb. "". I can't stop laughing. Albert is on the bed hugging a leopard pillow. Jo just emailed me from St. Louis and I don't know if she's okay. I haven't talked to her since I left for school. She is okay to take care of herself I guess. I can't believe that Pami, Liz and Katy left for Dave without me. They suck, oh well. I'm doing fine myself so I guess it doesn't really matter, shit, I've got the place to myself. College life is pretty bad ass. No one really cares what I do, well I guess my parents care. Oh well, I guess I'm in another state and it really doesn't matter. Liz is so retarded that she bought a poster about the movie Breakfast at Tiffany's. She picked that out of all the Bob Marley and Pink Floyd posters there. I guess that is just her style. ""I'm going to have to ask you to move again to another office"" ""That would be great"" But I set the building on fire. It is so funny I can't even stop laughing. I wonder if Kenny is going to call tonight. I really do wonder how much longer I will really be with him. I love him to death but I'm to young to have a serious boyfriend. Al is so funny. He looks like he would be all buff and mean but he is really complete goof. He tries to get all big so he can impress the ""ho's"" but he doesn't understand that he can't do that. He's to goofy. Just kidding. He kicks ass though so I guess its all good. I can't believe my dad made me add another class. Schools already been going for about two weeks and Ill have to make up the work. Plus all the other stuff I have to do. I want to be able to go out more, and have fun. That's what college is for. I'm still going to study a hell of a lot but also party too. I don't want to miss out on anything and then have to feel regret for not doing all that I'm allowed to do now that I'm in college. I don't understand why everyone is freaking out. I guess their just freshman, well so am I but oh well, and they will get in the hang of it soon enough. Peace out PSYCHOLOGY its been twenty minutes.",1.0,1.0,1.0,1.0,0.0
"I am wondering why I decided to wear this shirt today. no I'm not. I kow why I did. I wanted to look nice. Gosh! Why do people keep sending me messages? I put my away message on. Wow, I can type pretty fast, but I'm getting distracted because I'm wiggling in the chair and my ponytail is tickling the back of my neck. I hear voices outside - what are the girls in my dorm doing? The door just slammed, so I guess they just got home from class. Hope they're not doing anything fun without me. Ouch, my stomach kind of hurts. I guess I'm not under that much stress because (darn, I always mess up because"" when I type!) I think I might be getting sick. I really liked that lecture. I learned so much! My neck is kind of tense now, and I hate typing for too long. I type much too fast, or rather I think much too quickly. It's only been 3 minutes. this writing assignment will be a long one, I'm sure. I'm kind of worried about running for RHC vice president. I hate elections, I hate campaigning. Everytime I run for an election, someone always tries to do something really underhanded, like spread rumors or tear down posters or just do something really mean. Gosh, this folder on my desk is really in the way and I think the fan in this room is much too loud. I wish my roommate was her - I'm kind of lonely. I would like to go to dinner, but I think I'll wait until she gets home. But if she is not back soon, I'm going to eat a cookie from the pantry to tide me over. Speaking of tide, laundry accumulates much too quickly in college. I've had to wash a ton of clothes since I've gotten here, and it's way too expensive. Pkus, our washers and dryers don't work right, so I don't think that they're ever really clean. Gosh, I worry too much about my punctuation and grammar. I really doubt whether I sound intelligent in these essays - the structure is not right, the grammar most likely isn't, and the spelling is constantly corrected. There's a blinking light telling me that I have an I'M, but I don't want to answer it. I'm trying to type! Go away! Gosh, there's another message. Leave me alone. NOOOOO!My neck still hurts too. I could really go for a massage. I keep thinking about today's lecture. it really made me feel so much better. I'm so glad Dr. Pennebaker told us that everyone feels kind of stupid and lonely when they first get to college. I know I do. Now the phone's ringing. grrrr. I guess I'm not that lonely after all. I really like the new people that I have met in college and I think that the classes are really interesting, but everyone in my FIG seems to absorb info much faster than I do. I mean, I'm a smart girl, but I have to read and read to understand information. My parents are like that too. They don't understand what they read right off the bat. They have to read it two or three times ot really understand it. I really like having examples or analogies for the stuff I read. It helps to illustrate the point. I don't understand. grrr, the fan is still too loud. just plain definitions. I need more than that. The sun is really bright. I wish my desk didn't face the window. I really wish that we had a better view from the window. All I see when I look outside is a brick wall. C'mon, a brick wall? That's hardly a view. And the girl next door just left to go to the gym or something. She always wears a ton of keys on a lanyard around her neck, so she jingles wherever she goes. Darn! I don't remember the names of the boys I just met outside. They were really nice when my friend introduced me, but they were from Nigeria and had really foreign names. One was like something with an F, I think. And the other. who knows? Yay! My birthday is on Friday. I can't wait to see what surprises are in store for me. I want to go out and have tons of fun with all my new friends, and then I want to go home and see my family. I really miss them. My mom sends me a card like everyday. I can't believe I left my keys in San Antonio the last time I went home. My mom finally sent them to me today in a card, which was a relief. Haha, I sighed just now, which I guess truly illustrates how relieved I was. I really want to get more mail. College students should set up some sort of program, like a buddy thing, where they could get more mail. The mailbox hardly ever has anything in it, but today I got a magazine. Cool. And someone just sent me an I'M, but I don't know who it was. I'm almost done. I can answer them! I think I'll do that right now, and answer the other IMs too. haha I guess people do love me! :) Yay!",1.0,0.0,1.0,1.0,1.0
"Well, I guess this is the first time that I have ever done anything like this. I mean, the first time that I have talked about ANYTHING to anyone. What I'm really thinking about right now is index cards. I need to make flash cards for my Introduction to Medical and Scientific Terminology class, and I don't have any index cards. I feel like I need to complete that task now. Why is it that I must always do EVERYTHING in one day? I just can't ever seem to take my  time and relax. I guess if I had any form of OCD, that would be it; I'm a perfectionist who needs to clear her schedule. Now, if I wait until this Stream of Consciousness Writing is over, it'll be like almost eleven thirty at night before I'm done. Should I really go out and get my index cards then? I need like a pack of 200 of them, but I really need more for the future. I guess I could wait to get more index cards when I get home to Houston this weekend, then I would know exactly where to buy them, or I could even get my mom to get them for me in Houston, that would be very convenient for me. I miss my mom most. She does everything for me. Its not that I miss her just because she did everything for me; its just that she is this really great person. She is so genuine. I know she loves me truly because she goes out of her way to make me happy. Why can't I meet more people like that in my life? I hope I marry someone who can take care of me as well as my mom and dad can. Man, I miss my dog, too. I guess I am a little obsessed with my dog, but I can't help it. She is so cute. And she is been there ever since I was like 12. We're inseparable, and I wonder and worry about how she is doing without me. Dogs are great aren't they? They never get angry at you or make you upset. They always are loyal, and give love one hundred percent. I wish that people could be as nice as dogs are. I wish my boyfriend would be happier. He is the main reason why I worry so much of the time. I really never thought it was really possible to cry so much that your eyes get swollen, until I met him. I worry a lot about him, not about our relationship, but about him. I wish he would be happier, treat himself better, love himself more, and feed himself. The man's the pickiest man I have ever met! I have never made one thing that he thought was yummy. I have never taken him to a restaurant that he thought was good. Everything is always decent. "" Decent? I know he doesn't mean to be condescending in any way, but it really makes it seem that he is being super condescending. I know that he feels that he wants to enjoy the fine fruits of life; food being one that should be simple to enjoy, but with his ideal of fine food, I don't know if he will ever feel that. That's one thing about psychology. My boyfriend always says what he wants, but he never feels it when I try to give it to him. I believe that he never feels it because somewhere in his head, his innate response to anything I do is a negative one, therefore his response is negative. His mind tells him to not like it and therefore he ends up thinking that he really doesn't like it. It's all in the mind. If he told himself to like it, he would; But the fact of the matter is that he doesn't. All right, I'm going to shut up about him all ready. I think that this writing assignment is pretty cool. It's like writing in an electronic diary, like on the show ""Sex and the City,"" except that these thoughts are really not very private because I guess Professor Pennebaker or one of the TA's is going to read it, but I'm really okay with one of them reading it. It's not like I have anything really vulgar or nasty to say. I'm so full. I don't think I should have eaten all that Kraft Macaronni and Cheese, but hey, on the bright side, its a great source of calcium, which is something that growing women need, so I guess its kind of a good thing. Hahaha. I can't believe that I just tried to justify overeating, at least I don't have to worry about getting fat over it. Nobody in my family is fat or even chubby. I don't think I've gained any weight here because I do so much walking, so who cares if I ate extra macaroni; I used skim milk instead of whole milk, and I added salt to it instead of butter, thus I feel no guilt. Dude, I could really go for a Coke right now. Coca Cola is so good. Its so expensive though, and its so bad for your teeth and kidneys. What makes it taste so good? I think its that bubbly feeling you get in the back of your throat when you drink it; not like that nasty gross Diet Cola. Diet Cola is disgusting. I don't understand why people drink Diet when there's real Cola. I'm sleepy. I don't sleep much here in Austin, because all I do is go to school, and then I come home, eat, and then do homework for the whole rest of the time. It's a bitch. I need my sleep man. I don't get more than 5 hours of sleep at most. I had four freaking classes today! Can you believe that? from 9 in the morning to 5 in the afternoon, I had class. And get this, what really made today bad was that while I was waiting for the bus, a huge, green, black striped, spider was crawling up my shirt and was like two inches away from my face! I thought I was going to DIE! I HATE SPIDERS! If I had any kind of phobia, its spiders. I don't like any bugs, but Spiders are the worst. They're so ugly and creepy and scary. I thought I was really going to cry. It made me so anxious and nervous. I went home and showered. My writing assignment is almost over now. I feel a little bit of relief and a little bit sad at the same time, how pathetic. hahaha. I'm kinda sad because I like writing all my thoughts down, but I'm relieved because I have a lot of other stuff to do still.",1.0,1.0,0.0,1.0,1.0
"I am in Mollie's room right now using her internet-I hope she doesn't care. I get really frustrated with computes sometimes. I wish I understood them better. I only like Email. I like Email because I can talk to my friends in New York. I can't wait until I get to see them on my birthday. I hope they are just as excited as I am. Meg is talking about her boyfriend. Everyone has a boyfriend here in Hardin House. Alot of them are far away though. I guess that would be pretty hard to deal with. If I really liked someone far away I would be really sad here. Last night was really fun. I had a good time with my friends. Sixth street is always fun because there are such a variety of people there. One of these nights I am going to sing karyoke. Then maybe someone will discover me and I'll become famous. I think my friend Rob will be famous someday. Je and Andy and Frederick. They are so awesome--I can't wait to see them. I wonder what will happen with Andy. I keep wondering about him. He has a girlfriend, but she is depressed and she brings him down. Maybe I'll learn more about her depression in this class. I just hope he's happy. Rob is not happy with Amy right now--she really lied to him and Caleb. They are trying to get revenge now. They wrote a letter about her and they are going to put it up in the restaurant where she works. It's pretty mean and I bet she'll be really embarrassed. I told Rob that revenge is a scary thing because it can consume you. He said ""I know, but I've never been so furious in my life. "" I feel sorry for him because I know he really liked her. I warned him though. I knew the second I met her that she was up to no good. She came between two best friends and she didn't even care. I wonder how my friends at schools far away are doing. I think Abby, at Arizona is doing really well. She has made two ""soul-mates"" from Las Vegas. I bet they are so crazy on the dance floor! I miss Abby--especially dancing with her. She is so much fun. I guess I'll see her on OU weekend. Then I can tell her all about my trip to New York. Kelli will be home from Georgia, too. I can't wait to see her either. I hope she's been behaving herself. She breaks a lot of hearts. Her mom is really lonely by herself, I know she can't wait for Kelli to come home. I bet their phone bill is very expensive. I hope mine is not too bad. I've talked to Rob and Andy several times. I'm so glad I talked to Andy though. We really confessed a lot to each other, It was good to get some of those things off of my chest. The situation is pretty good right now, I hope Rob doesn't make the situation worse--if he is a real friend he will encourage Andy like he said he would. I think my friend Dallas in Arizona is miserable. He has never really been his own person-- he relies too much on other people for his identity and now he knows no one a t school, He will really grow from this experience though. I should call him, but then again ===That phone bill! That (the save in $) is the good thing about Email. I can always send him regular mail, too. I like real mail. You can write your true feelings so much easier in a letter. That is why I like to write Andy,",1.0,0.0,1.0,1.0,0.0
"Hmmm. lets see well nothing is really going on. I have to go to the doctor tomorrow at 10:15 because I have a sinus infection. a few things about it though are kind of fishy. I have to see a sports medicine doctor, not a real doctor. Also, the guy on the phone was a little weird. I am also scared that  by tomorrow I will be well again and won't need to go to the doctor. I have been sick for three weeks and am tired of being sick so I guess I should go. I kind of miss my room at home. It is hard to have to share a room with someone. This is the first time I have never had a room all to myself. Sometimes I wish the room was just mine but I am ok with it because I know it is good to have a room mate. Christine is nice, she is just a little whiney sometimes and always breaks things. I really need to work out but I cannot because of this sinus infection that I have. When I run, or even walk, my face hurts a lot from the sinus fluids in it. How that works, I don't know. I was thinking about it. How can sinus fluid hurt your face. I could ask the doctor, but I am too lazy to listen to the answer so I won't. Hmmm. whatever is on my mind. I really have a lot of studying to do. It is 10:00 in the morning and I woke up just to study. Getting this done though makes me feel as if I have gotten something accomplished. I like that feeling of accomplishment. Everytime you do something you get a check. Chapter 1: Check, Chapter 2: Check. The check feels really good. I don't know why it feels so good but it does. I am kind of concerned right now about the time. This clock on the computer is really off but I am using it anyway. I just have to time 20 minutes right? I have ten minutes left. I have rally never known how to spell the word minute. I don't even know if that is right. For all I know that could be the for minute(as in small) I even spelled it one time minuet, but latter found to my embarrassment, that unless I was talking about music, it wasn't. So for now I just always right minutes. as the abbreviation, in order to spare myself the pain and embarrassment of spelling it wrong, even though I just spelled embarrassment wrong and still don't know which spelling I typed it wrong. I am actually a good speller, I promise. I just get confused sometimes. This it boring for me so it must be boring for whoever is reading it. I guess I will type about something interesting. Hmmmm lets see. I really want Matheus(sp) to do that recording test on me. The one where is records every five minutes. (See there that word is ageing) I really would like to know what is going on in my life. So far this is what I think is going on but I am not really sure. I am sick and am going to the doctor tomorrow. I need to get a bike because my classes are too far away. I am mad a some of my friends for getting football tickets without me: I stood in line for an hour last week by myself to get them for them. I don't have a football ticket. I think I might go to Fort Worth instead for the weekend because my grandpa is sick. He is not really sick, just a little depressed because he is getting old. I thought I might cheer him up. It makes my grandma up set so I though she could use some cheering up too. And this is why I need to take the Recording test. Because I hope, if not already think there is something more going on in my life that I do not realize. It has been 20 minutes- good bye.",1.0,1.0,1.0,1.0,1.0
"I am so down in the dumps right now because I have just broken off  a two year relationship. I seriously  hope I didn't just throw away the best relationship I ever had or will have. I can't help but feel slightly unattractive right now because Mark has already started to get over me quite well and Reid and Eric don't treat me the way they used to. I dont understand why people can't simply be honest about the way they feel. I probably have spent half of my life wondering what everyone else was thinking. I t is such a waste of time. If I saw a girl and she seemed really nice, I don't see why I couldnt just go up to her and be like, ""hi""  And  guys won't ever meet a girl with the intention of gaining a friend. The whole process is so much more exasperating than it seems worth at times. The friends I have now are my good friends. I just instantly clicked with them. There wasn't any of this trying not to seem overly eager to hang out with you bullshit that usually goes along with the turf of making new  friends. That's sort of why I resent Plano I guess. The stupid system and expectations they have totally just messed me up in the head. I don't have nay self-confidence. It is hard to feel like you are somebody in a class of 1500. I wasn't good at any sports, or at least not good enough to play there. so why did I come to a school with 50000 people full of clicks just like it was in high school?  I will probably be perpetually putting on the front of self-confidence and self-assuredness. thats what sucks about the world. Everybody just bullshits everyone else. People are so insincere and self-serving. I know I am. there are so many rules that govern the group that you belong to. You can't wear what you want or anything. I am not saying that I don't like the way that I look but every now and then it would be cool to go out in what I want to wear  or whatever and I could know that people weren't  talking about  it behind my back. Looking at my thoughts on screen makes me so ashamed of them. I'm nit a bad person. I just kive up to every part of the whole Greek system that ever gave it a bad name. rush is such a load of crap. everyone acts like they know or care who you are. it all turns out to be the same people in the same crowds that they ran around with in high school. I wish the rest of the work wasn't like this too. But I guess is doesnt matter where you go because it will always be the same old bullshit. pretty girls date the cutest boys who have the good luck to bring home the big bucks to raise their kids in an upper middle class lifestyle. so it goes. Kurt vonnegut really knew what was up. That's why I like him because he doesn't preach all this ""the sun will come up tomorrow crap""  he knows that if the sun comes up tomorrow you will probably get a really bad sunburn and die of skin cancer in the end. I hope mark doesnt meet any girls at this party I just don't want it to be too late to have him back once I get this whole lifestyle change thing out of my system.",0.0,1.0,0.0,0.0,1.0
"Just sitting down and actually listening to your thoughts has become a rare event for most adolescents. I think it would be wise if I put myself on a quiet place and just thought about things such as my life, beliefs, and future. Today I went to a meeting for KVR News and received tons of information about the station and what I needed to do if I wanted to be apart of it. The meeting was extremely informative, almost too informative. My head was spinning by the time I left the station. I learned so much and that was only the tip of the iceberg. I feel as though I am behind in life right now. I'm definitely already behind in my schoolwork, but in other things too. I still feel as though as I am at camp not in my new home. My other friends already feel comfortable here. It also seems like there are numerous assignments and activities that I can't fit into a twenty four hours! I miss my best friend named Dana. She went to Tulane. She is doing well which makes me happy. Speaking of happiness, certain things in my life these days are causing me to experience extreme happiness. This is impressive because a year ago I was debating whether or not anyone could obtain true happiness. Now I am a firm believer. You see, about three months ago I met a beautiful guy by the name of John. He is intelligent, funny, artistic, and the best boyfriend a girl could ask for. This has been the longest not to mention the only serious relationship I have ever been in. John makes me feel pretty. He looks out for me and he loves me. When I am with him I am completely happy. Another strong catalyst to my blissfulness is food and the Jester Cafeteria has been coming through. Of course, I have to focus in quantity not quality! Whenever I eat there I get lost in the selections. So much to eat so little space! Though I reach these peaking moments of happiness, every once in a while they disappear. When I was filling out my pretesting questionnaire I started to feel depressed. All the questions were bringing up topics and ideas that made me think about how I handled issues. I'm not good at issues. I tend to bottle things up. I'm not good at verbalizing my emotions. This combination is dangerous. Sometimes I wonder if I have made wise choices. I wonder if my parents miss me. I wonder if my friends long to see me too. My selfconfidence is like one crazy roller coaster. One minute I am a gorgeous intellectual woman who knows what she wants and the next I am an ugly confused little girl who can't figure anything out. It is a good thing for me to acknowledge these things and occurrences in my life. I am very thankful for what God has given me.",1.0,1.0,1.0,0.0,1.0
"I've spent my second day at the university of Texas and I'm trying not to hate it. I feel lonely and depressed. I miss Wesley, I miss knowing everyone in my classes and what's going on with the school. when I first went to Wesley I hated how your professorss were so involved in your life, but now I know what the other extreme feels like, I really miss it. I kept looking for a familiar face, or even a friendly on, when I was on campus today. everyone looks different that the people in Boston. actually they all look the same as each other just different form the kind of people I know. I feel alienated and unsure - of myself, of the situation, of what to expect. I can't just look at someone and judge who they are and if I'll like them, because I don't see anyone who fits my idea of what ""friend"" should look like. no one looks like me. it was so good to have lunch with Kate yesterday because I didn't feel so alone and different. she looks like people should- I say that joking of course, but I guess I feel like I can understand her motivations, where she's coming form - I mean I know who she is and it's what I expect. I'm so glad she came here too - I don't know what I would do if I were totally alone down here. I think it's really a different experience for me because I've never not had friends, or had any trouble meeting people, but here I don't even know how to start. there are a million people in most of my classes, and the small ones are upper division, so people already seem to have friends. I didn't expect to miss Wesley so much. I thought it w0ulds be kind of fun to be anonymous, and that there would be a lot more funky people. nearly everyone I've seen is the sorority/frat type and I hate it!  I never thought Wesley was that diverse or funky, but I guess I've realized what I had all along. maybe I'm just remembering things with a rosy glow, or something. I mean I know there are plenty of Wendy Wesley oh-so-perfect women at Wesley who drive me up the wall, but I know how to deal with them. and most of them have at least an open mind, or something interesting that got them to the place where they are now. what else to say?  I just had an argument with my mom and I feel really guilty, I haven't seen her a lot lately and I was really looking forward to seeing her today, but as soon as she started in on about how I should rrahhhh - I hate that. I told her that I was going to use the computer for some web stuff and now she tells me I can't do it, right when I'm in the middle of an assignment. I'm totally annoyed. this just completes my feelings of displacement and loneliness. I'm at acc where I worked this summer and I came here because 1-I have no idea where the computer lab on campus is, and 2- I thought it would be nice to see everyone and feel like I still mattered to someone. now I just feel like hell. I think I want to cry, but I always feel so crappy when I do that - since I usually do it for some really stupid reason, like I feel like a jerk or something. god, I just feel like telling everyone to shove it today!  what a way to start the semester!  ok, I'm trying to think of something a little more cheerful and stop whining. I'm excited about going to the swing dance tonight, but I hope I can. I really want Eric to go, but I'm not sure if I want to want him to go. I hardly know him and he has lots of not-so-great traits. plus, I'm sick of getting hurt. I think I might just like him because he's there and I'm feeling so lonely right now. I don't know if it's right to be with someone just to be with someone. if it's not that serious, would it be that big of a deal?  I'm not sure. I keep going over this in my head - why can't I find the right one?  not the one to marry or anything as serious as that, but one that I really like/  one that fits all the qualifications I want who can entertain and teach me, who's nice and funny and interesting. rrahhh- this is ridiculous. I'm feeling really stress about the time now that she came over, I can't fully concentrate on what I'm thinking about. it's amazing how your mind rambles in loops or something - one thought brings on another and another until you're thinking about something totally different than what started the ramble, and you can't really remember how you got there.",1.0,1.0,0.0,1.0,1.0
"Okay, well,  I am watching the movie XXX""  I'm not really watching it because I'm typing, but I'm listening to it. I really can't type that well, so there are probably going to be a few misspelled words. My sister made me mad a while ago because I asked her to call me when her husband got home and she didn't. I looked outside because they live next door to me and his truck was there. I was like ""Okay, why hasn't she called me?""  Oh well, whatever. Oh, I don't know what to do. My friend hooked me up with her friend Carlos. He is really nice, but I feel bad being with him because I'm still in love with my ex boyfriend Jorge. Well, my friend Melissa told me that Carlos already loves me. That's not cool because we've only been together for like 3 days. I love Jorge so much!  I don't know. Man, I just heard somebody. I hope it wasn't my mom. She is always bothering me. We really don't get along. I came home and my room was a little rearranged. I know that my mom was in my room. She was probably looking through my things. That's not even cool because I had a letter by my bed that had some very personal things written in there. I'm pretty damn sure that my mom read it. She is always going through my things. I think that I probably should've lived on campus or maybe got an apartment. She is always yelling at me like if I'm a little kid. I need to get a cell phone because she is always getting mad because people are calling me. She gets mad when she doesn't recognize their name. She comes and asks me ""Who's so and so?""  She also gets mad because my friends call me late. They call me at like 2 or 3 on the morning. I tell them they can call me late though. Anyway, I need a cellular. Ah, I don't know what to do with Carlos. He wants to buy me a cell phone, a ring and send a dozen of roses to my house. I know that's sweet, but I don't like for guys to buy me things, especially not expensive stuff, but I do need a cell phone. I don't know. I miss Jorge. We were supposed to get married. He told me that he loved me and would never leave me or break up with me, but he did. He had our life planned out. He knew what kind of cars we were going to have, how many kids we were going to have and what our house was going to look like. I hate it, because I don't even know why we broke up. He gave me all of these excuses, but I knew they weren't true. I later found out, like a whole year later, that two stupid girls broke us up because they were jealous that we were together. They probably liked him and wanted him for themselves. That's another thing that bothers me. If it was because of a good reason, then I would understand, but they made him believe that I cheated on him. I loved him so much and would never have done that to him. I don't understand why he believed them anyway. If he had any doubts, he should've asked me if it was true instead of just believing them.",1.0,1.0,0.0,1.0,1.0
