text,valence,arousal,dominance,emotion_label,source
"Last night i went to the bar after work to get a few drinks. After a while I started talking to the female next to me and got her number, knowing i have a girlfriend at home.  PLAYER: So last night I went to a sports bar after work and had a few drinks. NPC: That sounds fun! Who did you go with?",0.18,0.62,0.32,guilty,empathetic
"i was so mad, my dog knocked my phone off the table. PLAYER: My dogs tail breaks everything in my house! NPC: Can't those be clipped? I've never had a dog",0.12,0.79,0.58,angry,empathetic
"I wish my mom had made a scrapbook of my childhood. I like passing down things PLAYER: I wish my mom had made a scrapbook of my childhood NPC: that would have been great huh, its so nce looking back sometimes.",0.58,0.42,0.45,sentimental,empathetic
"I always thought that I would be happy to be an empty-nester.  However, as each child goes off into the adult world, I find myself wondering exactly what I will do with myself and my time. PLAYER: Hi, do you have children? NPC: No i do not. But i wish someday after getting married i will have my own. Do you like kids?",0.18,0.48,0.22,lonely,empathetic
"I am about to invest in cryptocurrencies after having saved enough. So thrilled for its potential to grow PLAYER: After having saved enough, i am about to invest in cryptocurrencies. So thrilled for its potential to grow in the future NPC: That's quite interesting.  I need to learn more about cryptocurrency.  I thought that I had missed the opportunity.",0.78,0.82,0.62,excited,empathetic
My son is starting school on Monday. I've got everything ready to go! PLAYER: My son is starting school on Monday. I've got everything ready to go! NPC: Cool. What grade?,0.62,0.48,0.75,prepared,empathetic
I can't believe mt ex just moved out of the state without telling anyone. He is such a jerk PLAYER: MY ex moved across the country and didnt say one word NPC: Were you on good terms?,0.12,0.92,0.52,furious,empathetic
Me and my partner are expecting our baby to arrive in two month. It will be our first baby PLAYER: My partner and I are expecting our first baby to arrive in two month. I am going to be a dad hopefully NPC: Yay. thats one of the most exciting things that can happen in life!,0.65,0.62,0.58,anticipating,empathetic
"i couldnt believe my luck at the casiuno PLAYER: I couldnt believe the luck I was having, I was up 100 dollars already NPC: Good for you. Did you win it in a lottery or what?",0.75,0.45,0.52,grateful,empathetic
I feel like I'm getting sick....  PLAYER: I feel like I'm getting sick... I better not though'. NPC: I hate being sick,0.68,0.48,0.62,hopeful,empathetic
I remember spring cleaning with my mom. She wold play the same song all day. Now I do that too! PLAYER: I remember spring cleaning with my mom. NPC: I bet you didn't enjoy it back then,0.55,0.32,0.48,nostalgic,empathetic
"I can't believe I am finally having a boy. I have 4 girls already. PLAYER: I have 4 daughters NPC: That is nice, do you enjoy them, do you enjoy being a parent?",0.65,0.78,0.55,surprised,empathetic
When I was sitting on the beach I was in heaven  PLAYER: I was sitting on the beach relaxing and I just thought man I could do this forever. NPC: I love the beach,0.68,0.25,0.58,content,empathetic
"My mom is going to Peru, I wish I could go with her. She's so lucky PLAYER: My mom is going to Peru, I wish I could go with her. She's so lucky NPC: thats awesome, why cant you go with her, are you busy?",0.22,0.68,0.48,jealous,empathetic
"this roadtrip is going to be the best one yet, I have everything I need. PLAYER: I was so ready for this roadtrip, all my bags were packed and I ready to go NPC: Oh no did it get cancelled?",0.62,0.48,0.75,prepared,empathetic
"I can't believe I bought the wrong size shoes for myself today.  PLAYER: I bought a pair of shoes from a clearance bin today NPC: How did they fit,  Are you wearing them now?",0.15,0.55,0.22,embarrassed,empathetic
"I was laying with my wife feeling liek I had it all. PLAYER: When I am laying with my wife, i dint think there is anything else more in the world i could need. NPC: That's so sweet",0.68,0.25,0.58,content,empathetic
my little brother has the worst smelling farts. PLAYER: my little brother is always farting its the grossest thing ive ever smelled. NPC: Lol brothers.. mine was the same when we were little,0.15,0.68,0.42,disgusted,empathetic
"I feel weird since yesterday.... I better not be getting sick PLAYER: I feel weird since yesterday.... I better not be getting sick NPC: uh oh, thats no good, do you have any sick days to take form work?",0.68,0.48,0.62,hopeful,empathetic
"Of the way the politics in our country is unfolding, i feel embarrassed. No professionalism and only insults toward each other PLAYER: The way political discourse is unfolding in our country makes me feel embarrassed. No professionalism or courtesy, and only insults toward each other NPC: I know! It really is ridiculous and way out of hand.",0.12,0.45,0.18,ashamed,empathetic
I was in charge of making sure that all the doors were locked after closing at work. Lat night I forgot to lock a door and someone got in and stole money and valuable items. PLAYER: I was the only one closing at work last night so it was my responsibility to lock up. NPC: Did you lock the doors properly? Hope you will not find your office robbed by the morning,0.18,0.62,0.32,guilty,empathetic
I love to have pets. There is a new arrival in my home who's name is Tom. I feel like occupied. PLAYER: I feel like occupied since I've a new arrival in my home who's name is Tom. NPC: Who is tom?,0.5,0.5,0.5,caring,empathetic
"I love meeting up with old friends and catching up. Its so sweet. PLAYER: I love when I have time to catch up with old friends NPC: Yeah, friends are the best stress relievers.",0.55,0.32,0.48,nostalgic,empathetic
"I miss my ex boyfriend. He was actually pretty sweet. PLAYER: I realized today how much I miss my ex NPC: thats no good, are you going to try to contact them again?",0.18,0.48,0.22,lonely,empathetic
"I was counting on my brother to pick me up from school, he never showed. PLAYER: I was counting on my brother to be my ride to school, and he never showed up NPC: Did you ever make it?",0.18,0.52,0.28,disappointed,empathetic
"I hate that everyone in my family has a nicer car than I do. I have had it for so many years. PLAYER: Everyone in my family has a nicer car than I do NPC: wow, thats crazy, did they all pay for them all themselfes.",0.22,0.68,0.48,jealous,empathetic
"my Tv keeps getting cut off, even though I pay the bill. PLAYER: my tv keeps getting cut off, though Ive never missed a payment. NPC: Maybe yo have a bad signal",0.2,0.65,0.42,annoyed,empathetic
"I can't wait to go on vacation this fall. PLAYER: I can't wait to go on vacation this fall NPC: where are you going , im excited for you",0.78,0.82,0.62,excited,empathetic
"im starting to make more and more money online i hope one day online could be my full time job PLAYER: im starting to make more and more money online, eventually i want to make this my full time job NPC: That's awesome! I wish I could do that too",0.68,0.48,0.62,hopeful,empathetic
"I'm taking my daughter to the zoo for the first time tomorrow.... I can't wait! PLAYER: I'm taking my daughter to the zoo for the first time tomorrow.... I can't wait! NPC: Thats so exciting, How old is she?? what do you think she will liek the most?",0.78,0.82,0.62,excited,empathetic
"i found an old banna peel under my bed. PLAYER: I found the source of my rooms bad smell, it was an old banana peel. NPC: Oh noooo did it bring bugs too?",0.15,0.68,0.42,disgusted,empathetic
"I tried my best ho hold in my fart in class. PLAYER: I tried to hold in my fart, but my friend scared me and I let it rip. NPC: That has happened to every one lol",0.15,0.55,0.22,embarrassed,empathetic
"I miss being a kid. I hate all the responsibility I have now PLAYER: I want to be a kid again NPC: wouldnt that be nice, no worries no responsibilities, not a care in the world",0.15,0.42,0.18,sad,empathetic
"My homework submission had not been accepted for Calculus class. Professor claims it was plagiarized PLAYER: My friend promised not to copy everything in detail for our Calculus homework and asked only to learn from my way of solving. However, professor rejected my homework too for being too similar to my friend's NPC: Wow. What about her work?",0.12,0.79,0.58,angry,empathetic
Im not sire my boyfriend is right for me. PLAYER: I want to break up with my boyfriend NPC: Sorry to hear that. Is there any specific reason for your decision?,0.18,0.58,0.35,apprehensive,empathetic
I did my best in my audition and I still didnt get the part! PLAYER: I did everything I could and acted my heart out and still didnt get the part. NPC: I'm sorry! I'm sure something better will come along.,0.12,0.79,0.58,angry,empathetic
"My sister is going to Disney. Sadly I can't go because I have to work. PLAYER: My sister is going to Disney. Sadly I can't go because I have to work. NPC: Thats lame, why is work alwasy keeping us from doing what we love.",0.22,0.68,0.48,jealous,empathetic
I can't wait for my daghter to get a job and start spending her own money PLAYER: I can't wait until my daughter gets a job NPC: how old is she ? and yeah work is important to teach her the value of money,0.65,0.62,0.58,anticipating,empathetic
"i trust my brother with my life PLAYER: i love all my brothers and i trust them with my life , we are always there for each other im 1 out 5 brothers and 2 sisters NPC: Thats a lot of siblings",0.68,0.38,0.58,trusting,empathetic
I am so ready for school to start. I can get my days back PLAYER: I am finally going to get my days back NPC: Good what will you do,0.62,0.48,0.75,prepared,empathetic
"I asked my husband to make me a sandwich and he's taking so long, ugh.  PLAYER: I asked my husband to make me a sandwich and he's taking so long, ugh. NPC: He's probably eating the sandwich lol",0.2,0.65,0.42,annoyed,empathetic
"I lost a hundred dollar bill today PLAYER: I lost one hundred dollars today NPC: Oh no, that's awful! How did it happen?",0.08,0.58,0.12,devastated,empathetic
"My laptop is very old and is making occasional problems with running. I do not have enough money to buy a new one PLAYER: My laptop is becoming old and now I run into occasional problems with getting it run smoothly. I do not have enough money to buy new one. So disappointed in myself NPC: Oh, it's pity. Try to earn more money to buy it.",0.15,0.42,0.18,sad,empathetic
My favorite tea cup was broken. It makes me worry a lot. PLAYER: I worried a lot yesterday. NPC: What happened? I hope everything is alright and nothing really horrible happened,0.15,0.42,0.18,sad,empathetic
"im happy with life currently PLAYER: life is good right now got me a nice girl friend , good job, good friends im in paradise NPC: Good for you. You are lucky",0.68,0.25,0.58,content,empathetic
"I lied to a guy about my age and we have been datin for a while now.  PLAYER: I been dating this guy for a while  now NPC: that is good to hear , how long ?",0.12,0.45,0.18,ashamed,empathetic
I remember cutting class a lot in junior high. I am hoping my daughter doesnt do the same PLAYER: I sed to cut classes a lot in junior high NPC: I was always scared to do that!,0.55,0.32,0.48,nostalgic,empathetic
My sister showed up at my house with some delicious soup knowing that I am sick. Made me so happy PLAYER: My sister showed up at my house with some delicious soup knowing that I am sick. Made me so happy NPC: That's sweet,0.75,0.45,0.52,grateful,empathetic
I am doing so well with my diet. I can't believe it PLAYER: I am doing so well on this new diet NPC: Good. Why do you follow diet?,0.78,0.62,0.72,proud,empathetic
I went to my college yesterday. It makes me nostalgic about my college days. PLAYER: i went to college yesterday after few years later. NPC: I don't follow,0.58,0.42,0.45,sentimental,empathetic
"I can't believe my friend didnt invite me to her sons birthday. I wonder if she is mad PLAYER: MY friend didn't invite me to her sons birthday NPC: That must make you feel bad. Being left out by someone you do not expect to, is the worst",0.65,0.78,0.55,surprised,empathetic
"Tomorrow we are invited to a pool party at our friend's house. So much hype for this event I have PLAYER: Unlike you, I am invited to a pool party tomorrow at a friend's house. So much hype to feel for this event and can't wait for it NPC: That was harsh lol",0.78,0.82,0.62,excited,empathetic
I can't believe my daughter added things she didn't need on her supply list PLAYER: MY daughter is so sneaky NPC: How is she sneaky?,0.2,0.65,0.42,annoyed,empathetic
I always feel weird when driving by my old high school PLAYER: I always feel weird driving by my old school NPC: why the feeling nolstalgia maybe ?,0.58,0.42,0.45,sentimental,empathetic
"its almost october  PLAYER: its almost october, and i cant wait another second i want the sci fi channel to start showing all the scary movies NPC: I dont like scary movies",0.78,0.82,0.62,excited,empathetic
I still can't comprehend how GOP was able to pass the Tax Cuts at a time when federal deficit is soaring above the ceilings PLAYER: It is unacceptable that GOP passed massive Tax Cuts at a time when federal deficit is ballooning far beyond imagination NPC: I don't keep up with that stuff,0.12,0.92,0.52,furious,empathetic
I am afraiad that I will be alone forever PLAYER: I have single for 2 years now NPC: Why did you break up with your partner 2 years ago?,0.08,0.92,0.15,terrified,empathetic
"Seeing the latest economic numbers with lowest unemployment rate in more than a decade, i am hopeful of Trump's policies PLAYER: The latest economic numbers which shows the lowers unemployment rate in more than a decade makes me feel hopeful of Trump's policies NPC: That's great that unemployment is down.",0.68,0.25,0.58,content,empathetic
I feel like I am going to meet the right guy soon PLAYER: I think I am going to meet the right guy soon NPC: That would be great for you!,0.75,0.55,0.78,confident,empathetic
"In 2015, I went to Rock in Rio Festival, it was an amazing experience PLAYER: I love live music, that's why I try to go to concerts NPC: I do too. Wat do you like?",0.72,0.62,0.58,impressed,empathetic
"My mom's aunt had received a positive for breast cancer test. I am so afraid for her health PLAYER: For her recent breast cancer test, my mom's aunt came out positive. I am so afraid of her health deteriorating in a rapid manner NPC: Thats terrible",0.08,0.92,0.15,terrified,empathetic
I didn;t think I wold like super heroes PLAYER: I love super hero movies now NPC: What is your favorite super hero movie?,0.65,0.78,0.55,surprised,empathetic
People around my workplace are always leaving litter all around the office and it really makes me mad. PLAYER: People around my workplace are always leaving litter all around the office and it really makes me mad. NPC: That sounds so frustrating! I can't stand messy people.,0.12,0.79,0.58,angry,empathetic
I cant believe my daghter did so well her first day of school. She is a ball of energy PLAYER: My daughtes is 4 and a big ball of energy NPC: Sounds like a handful!,0.65,0.78,0.55,surprised,empathetic
"I was expecting a higher grade on my last exam, but unfortunately it was lower than I had hoped. PLAYER: I was expecting to get a better grade on my last exam, but alas it was lower than I had hoped. NPC: Oh no did you research what happened for it to be like that?",0.18,0.52,0.28,disappointed,empathetic
I have a companion now i won't have to be alone PLAYER: I have a companion now so  i won't have to be alone NPC: That's great! I don't like being alone all the time really.,0.18,0.48,0.22,lonely,empathetic
"My credit card application with American Express had been approved and i had been given $8,400 credit line. So satisfied with my credit score PLAYER: I have received $8,400 credit line after my application was approved with American Express for a credit card. So satisfied with my credit score NPC: No I did not",0.78,0.62,0.72,proud,empathetic
"When I clean my cupboard, I got my old dress which is my favorite. It reminds me my old memories. PLAYER: I got my old favorite dress when I clean my cupboard. NPC: What color is your favorite dress?",0.55,0.32,0.48,nostalgic,empathetic
My partner failed her driving test again for the second time. I think i did not engage with her enough and am ashamed of myself PLAYER: I should have spent more time with my partner practicing her driving skills. She failed driving test for the second time already NPC: That is sad. Maybe you should put more effort in teaching her yourself,0.18,0.62,0.32,guilty,empathetic
"It was sports day in my daughters school. I had no idea she was in the swimming team but she insisted i should attend. I did and was happy to learn that she was leading in her team PLAYER: My daughter is very good at swimming and I had no idea she can swim leave alone compete NPC: Swimming is really fun and besides it, it is very healthy as it involves all muscles of the body to be engaged in movement",0.72,0.62,0.58,impressed,empathetic
My friends threw a sudden party for my birthday. I had no idea it was coming. PLAYER: My friends threw me a sudden party for my birthday. Didn't see it coming at all. NPC: That's great! Did you enjoy it?,0.65,0.78,0.55,surprised,empathetic
Managed to get a huge bonus for hard work. PLAYER: So my boss just gave me a huge bonus for managing to cut down expenses by ten percent NPC: Wow. Well done! How did you do it?,0.78,0.62,0.72,proud,empathetic
"The sun is shining and I have the day to myself. PLAYER: The sun is shining here and I have the day to myself. NPC: Must be nice, planning anything exciting?",0.68,0.25,0.58,content,empathetic
I can't face my parents :( PLAYER: I can't face my parents :( NPC: Oh really? Any reason why not?,0.12,0.45,0.18,ashamed,empathetic
I found some heavily expired milk in the back of the fridge at work and it was super gross. PLAYER: I found some milk that was way back expiring at work in the back of the fridge. NPC: you should thrash in the waste bin,0.15,0.68,0.42,disgusted,empathetic
"Once, I was pulled into the manager's office at my work and was offered a position that I felt that I wasn't really ready for. I had spent about the next day thinking over and over how to turn it down and worrying about if it affect my current job. PLAYER: Basically, it was a team lead position, or a management position. problem was, it was a different department that I had little experience in. NPC: Sorry - I'm not sure what you are talking about. What was?",0.18,0.58,0.35,apprehensive,empathetic
I woke up in the middle of the night because I thought someone was trying to get in my window. PLAYER: I woke up in the middle of the night. NPC: Oh? what happened? did something wake you up?,0.12,0.83,0.25,afraid,empathetic
"I'm looking forward to the Spanish Supercup tonight. PLAYER: I'm looking forward to watching teh Spanish Supercopa tonight. NPC: don't be too anxious, i trust your team will win",0.65,0.62,0.58,anticipating,empathetic
"what i have is enough for me, i don't bother about other people's stuff PLAYER: what i have is enough for me, i don't bother about other people's stuff NPC: That's a good way to be. No point in being envious all the time.",0.68,0.25,0.58,content,empathetic
"When the SNES classic came out PLAYER: I for one was pretty excited when the SNES classic came out not too long ago. It's been ages since I've played those games. Since I was a kid NPC: Same here! I haven't picked one up yet, but I loved all the choices they made on it. Some true gems on there.",0.55,0.32,0.48,nostalgic,empathetic
My dog just graduated his obedience course. I'm so proud of him. PLAYER: So my dog just graduated from his obedience course at his doggy school thing. I'm proud of him. NPC: oh wow congrats! what kind of dog is he?,0.72,0.62,0.58,impressed,empathetic
"I am so mad that someone stole my car. PLAYER: I am so mad that someone stole my car. NPC: Holy heck, just like right out of the parking lot or what?",0.12,0.92,0.52,furious,empathetic
This is the third night in a row I can't sleep. My doc isn't giving me the right meds PLAYER: I think my doctor might be giving me the wrong meds. This is the third night in a row where I can't sleep NPC: Have you thought about getting a second opinion?,0.12,0.79,0.58,angry,empathetic
"I went to eat by myself last night, I have no friends. PLAYER: I went to eat by myself last night, I have no friends. NPC: that's so sad",0.18,0.48,0.22,lonely,empathetic
my daughter failed me  PLAYER: my daughter failed me NPC: What did she do to fail you?,0.18,0.52,0.28,disappointed,empathetic
I don't understand why some people earn so much more money than others PLAYER: I don't understand why some people get paid so much more than others NPC: May be because of the talent they possess!!,0.22,0.68,0.48,jealous,empathetic
"I am off too London, Meeting my friend after long time PLAYER: I am off to London Next month NPC: Really? Business or pleasure?",0.78,0.82,0.62,excited,empathetic
My wife is very nice to everyone she meets PLAYER: My wife is very nice to everyone she meets NPC: That's awesome! She sounds very nice then.,0.5,0.5,0.5,caring,empathetic
"It might sound silly, but I am really down about this next season of Game of Thrones being the last one. PLAYER: It might sound a bit silly, but I'm really down that this next season of Game of Thrones is going to be the last one. NPC: wow interesting",0.15,0.42,0.18,sad,empathetic
I get annoyed when someone is not sincere PLAYER: I as my friend a questipn and he lied to me NPC: I absolutely hate liars.   Are you sure he is really a friend if he lied to you?,0.12,0.79,0.58,angry,empathetic
I have done lots of research for my interview next week PLAYER: I have an interview this week. I've been doing lots of research for it. NPC: What is the interview for?,0.62,0.48,0.75,prepared,empathetic
I am so ready to go to Japan. PLAYER: I am so ready to go to Japan. NPC: Wow! When do you go?,0.65,0.62,0.58,anticipating,empathetic
I am shocked that my boss was arrested last night. PLAYER: I am shocked that my boss was arrested last night. NPC: Really? What did they do?,0.65,0.78,0.55,surprised,empathetic
I saw a TV show wheer a guy ate a live squid PLAYER: I watched a TV show last nigth and the presenter ate a live squid NPC: What show was this on?,0.15,0.68,0.42,disgusted,empathetic
My family visited me couple of days ago. It was a sudden visit!!! PLAYER: My family visited me couple of days ago after a long time NPC: Did you take them out or anything?,0.65,0.78,0.55,surprised,empathetic
I will always believe in god. PLAYER: I will always believe in god. NPC: Good so am i. God is everywhere and everything,0.72,0.45,0.68,faithful,empathetic
I am ready to go to the baseball game tomorrow. PLAYER: I am ready to go to the baseball game tomorrow. NPC: I like baseball too,0.78,0.82,0.62,excited,empathetic
I am so happy for my sister PLAYER: My sister is getting married next week NPC: Do you like her soon to be husband?,0.88,0.72,0.75,joyful,empathetic
Am afraid of monsters PLAYER: They make me feel afraid NPC: What makes you feel afraid?,0.08,0.92,0.15,terrified,empathetic
Yesterday when I woke up there was a wasp in my bedroom. PLAYER: Yesterday I woke up to find a wasp in my room NPC: What is wasp?,0.15,0.72,0.28,anxious,empathetic
I really enjoyed the concert last night. PLAYER: I really enjoyed the concert last night. NPC: What was the concert?,0.72,0.62,0.58,impressed,empathetic
Im looking forward to the Spanish Supercopa tonight. PLAYER: I'm looking forward to the Spanish Supercopa tonight NPC: What is that? I have never heard of it.,0.65,0.62,0.58,anticipating,empathetic
I saw a bear the other night while driving. I was shocked. PLAYER: So I was driving late the other night and I saw a BEAR crossing the road. NPC: Did you stop for him?,0.65,0.78,0.55,surprised,empathetic
I love my new car. PLAYER: I love my new car. NPC: That's good! What kind of car is it?,0.88,0.72,0.75,joyful,empathetic
I am counting down the days till my bachelor party. PLAYER: I am counting down the days till my bachelor party. NPC: How many days to go then?,0.15,0.72,0.28,anxious,empathetic
I'm looking forward to all the football today PLAYER: I'm looking forward to all the soccer on TV today NPC: Who is playing?,0.65,0.62,0.58,anticipating,empathetic
"im very sure that I will have straight As in the exam PLAYER: im very sure that I will have straight As in the exam NPC: That is good, have you studied hard?",0.75,0.55,0.78,confident,empathetic
"Donald Trump makes me sick. PLAYER: Donald Trump makes me sick. NPC: oh no, why is that",0.15,0.68,0.42,disgusted,empathetic
I killed several people and fed them to pigs PLAYER: I killed my family and fed them to the pigs NPC: You should be arrested for this.,0.18,0.62,0.32,guilty,empathetic
I am wishing that Trump wins re election. PLAYER: I am wishing that Trump wins re election. NPC: Really? Why?,0.68,0.48,0.62,hopeful,empathetic
I know I will win my court case. PLAYER: I know I will win my court case. NPC: If you are very sure about it. I know you will!!,0.75,0.55,0.78,confident,empathetic
Manchester united did not sign any good defender in this transfer window. Manager lost his mind and so am i !!! PLAYER: Manchester united didn't signed any good defender this transfer window NPC: Were you expecting them to?,0.12,0.92,0.52,furious,empathetic
Sometimes I have noone to talk to. PLAYER: Sometimes I have nobody to talk to. NPC: Have you ever thought of talking to someone online?,0.18,0.48,0.22,lonely,empathetic
I am so afraid of not finishing school. PLAYER: I am so afraid of not finishing school. NPC: How much have you still got to go?,0.08,0.92,0.15,terrified,empathetic
I am so sad Anthony Bourdain died. PLAYER: I am so sad Anthony Bourdain died. NPC: Me too. He was a cool guy.,0.08,0.58,0.12,devastated,empathetic
I received an unexpected parcel the other day PLAYER: I was surprised at a delivery that arrived the other day NPC: What did you receive?,0.65,0.78,0.55,surprised,empathetic
I will be the first in line to see the new Top Gun 2 movie. PLAYER: I will be the first in line to see the new Top Gun 2 movie. NPC: When does it come out?,0.65,0.62,0.58,anticipating,empathetic
I jsut ate three donuts myself PLAYER: I just ate 3 donuts by myself NPC: What kind of donuts?,0.12,0.45,0.18,ashamed,empathetic
I really am loving Big Brother this season. PLAYER: I am really loving Big Brother this season. NPC: I haven't watched it in years. Is it good this time?,0.72,0.62,0.58,impressed,empathetic
I woke up scared in the night as I heard a noise at the window. PLAYER: I woke up scared because I heard a noise at the window NPC: Was anyone there or was it just the wind?,0.12,0.83,0.25,afraid,empathetic
"Tiger Woods is playing good golf again, wow. PLAYER: Tiger Woods is playing good golf again, wow. NPC: Oh really? I didn't know that actually",0.65,0.78,0.55,surprised,empathetic
"I was releasing a creation of mine online. It was a labor of love and a long project. I couldn't wait for the world to see it. PLAYER: I made an artistic creation that took me a long time and i finally had the courage to release it. NPC: That is great, I bet it is pretty.",0.78,0.82,0.62,excited,empathetic
I do not like the fact my brother always uses my car. PLAYER: I do not like the fact my brother always uses my car. NPC: CAn you not ask him not to?,0.2,0.65,0.42,annoyed,empathetic
I am going to get a job next week. I'll ace all my interviews# PLAYER: I have interviews next week NPC: Is it for a job?,0.75,0.55,0.78,confident,empathetic
"I'm worried about an interview I have on Monday PLAYER: I'm worried about an interview on Monday NPC: You will do fine, just relax.",0.18,0.58,0.35,apprehensive,empathetic
I really do not like the new text and drive laws. PLAYER: I really do not like the new text and drive laws. NPC: No - did you used to text while driving?,0.12,0.79,0.58,angry,empathetic
"I took the last piece of chicken at dinner, I shouldn't of. PLAYER: I took the last piece of chicken at dinner, I shouldn't of. NPC: was there something wrong with it?",0.18,0.62,0.32,guilty,empathetic
i was upset whewn i saw someone had put a dent in my car door PLAYER: i was up set when i saw someone had put a dent in my car door NPC: Are they going to pay for the repair?,0.12,0.79,0.58,angry,empathetic
im have 4 beautiful children that are top scorers PLAYER: i  have 4 beautiful girls  that are top scorers NPC: Top scorers in what?,0.78,0.62,0.72,proud,empathetic
"I really am sad that the boat sunk last week. PLAYER: I am really sad that the boat sunk last week. NPC: oh no, cheer up",0.08,0.58,0.12,devastated,empathetic
"I am so mad that my brother stole 100 bucks from me. PLAYER: I am so mad that my brother stole 100 bucks from me, NPC: Really? Have you spoken to him about it?",0.12,0.92,0.52,furious,empathetic
I made an amazing pizza the other day PLAYER: I made an amazing pizza the other day NPC: What kind of pizza?,0.78,0.62,0.72,proud,empathetic
i loved taking care of my sisters pet the other day PLAYER: i loved taking care of my sisters pet the other day NPC: That's nice! What kind of pet was it?,0.5,0.5,0.5,caring,empathetic
I secretly ate the rest of my roommate's chips and feel a bit bad about it. PLAYER: I secretly ate the test of my roomie's potato chips and I feel kinda bad about it. NPC: did you buy them some new ones ?,0.18,0.62,0.32,guilty,empathetic
I@ve done lots of research for an interview tis week PLAYER: I have an interview this week NPC: what kind of job are you interviewing for,0.62,0.48,0.75,prepared,empathetic
i am happy about next week PLAYER: i am happy about next week NPC: what is happening next week?,0.88,0.72,0.75,joyful,empathetic
I'm lookign forward to all the soccer on TV today PLAYER: I'm looing forward to all the soccer on tv today NPC: I love watching soccer .,0.65,0.62,0.58,anticipating,empathetic
I am shocked my brother is getting married. PLAYER: I am shocked my brother is getting married. NPC: Really - do you know the bride?,0.65,0.78,0.55,surprised,empathetic
I should never of lied about my job. PLAYER: I should never of lied about my job. NPC: ok now deal with it by confessing to her,0.12,0.45,0.18,ashamed,empathetic
why can't i get what everyone is getting? PLAYER: why can't i get what everyone is getting NPC: What are you looking to get?,0.22,0.68,0.48,jealous,empathetic
"I cry every time I think of my late cousin. PLAYER: I cry every time I think of my late cousin. NPC: Aww, you must have been close to them.",0.15,0.42,0.18,sad,empathetic
"My boss brought me coffee at work, which made me feel very happy. PLAYER: My boss brought me some coffee out of the blue. I was surprised yet happy by that. NPC: Maybe he wants you to work the weekend.",0.88,0.72,0.75,joyful,empathetic
I was proud about a pizza I made last week PLAYER: I made an amazing pizza the other day NPC: I do not like pizza.,0.78,0.62,0.72,proud,empathetic
I really do not like the free education law. PLAYER: I really do not like the free education law. NPC: Why not?,0.15,0.68,0.42,disgusted,empathetic
My first date was a disaster PLAYER: My first date was so embarrassing NPC: What happened? Was it that bad?,0.15,0.55,0.22,embarrassed,empathetic
"I am a loner, I am a lone wolf, I have no friends. PLAYER: I am a longer, I am a lone wolf, I have no friends. NPC: I'm sorry to hear that.",0.18,0.48,0.22,lonely,empathetic
I am looking forward to having everyone home next week PLAYER: I am looking forward to having everyone home next week NPC: Who is everyone?,0.65,0.62,0.58,anticipating,empathetic
"I am so ready for the weekend to end, big Monday for me. PLAYER: I am ready for the weekend to end, big Monday for me. NPC: nice",0.78,0.82,0.62,excited,empathetic
I am ready to go on Jeopardy. PLAYER: I am ready to go on Jeopardy. NPC: when do you go?,0.62,0.48,0.75,prepared,empathetic
i knew i shouldnt have trusted my brother with my dog PLAYER: i knew i shouldnt have trusted my brother with my dog NPC: What did he do to the dog?,0.68,0.38,0.58,trusting,empathetic
I killed my family and fed them to pigs. Then one of the pigs died from food poisoning. I feel guilty about that. PLAYER: I killed my family and fed them to pigs. NPC: oh dear. Are you ok?,0.18,0.62,0.32,guilty,empathetic
I have an interview this week. I am gfoing to ace it. PLAYER: I have an interview this week. I am going to ace it NPC: What job is it for?,0.75,0.55,0.78,confident,empathetic
"I really wish I had hair, I don't like being bald. PLAYER: I really wish I had hair, I don't like being bald. NPC: Did you shave it off or are you naturally bald?",0.22,0.68,0.48,jealous,empathetic
My wife surprised me with cooking for us when I came home from work. I am so happy to have her. PLAYER: My wife surprised me with dinner she cooked when I got home from work the other day. I was so thankful. NPC: What did she make?,0.75,0.45,0.52,grateful,empathetic
I can't believe how much more money some people earn than me PLAYER: I can't believe how much more some people get paid than others NPC: I know right? The wage gap is pretty big in many cases.,0.22,0.68,0.48,jealous,empathetic
it was impressive when Lebron signed with the cavs PLAYER: it was impressive to see lebron sign with the lakers NPC: I agree. I'm sure Lakers fans are thrilled!,0.72,0.62,0.58,impressed,empathetic
I had some licorice candies two weeks ago. They reminded me of when I was a kid - my grandfather used to buy them for me all the time. PLAYER: I had some licorice candies recently. My grandfather used to buy them for me all the time when I was little. NPC: probably brought back some memories ?,0.55,0.32,0.48,nostalgic,empathetic
I watched  tv show the othre day and the presenter ate a live squid PLAYER: I watched a tv show the other day and a guy ate a live squid NPC: oh wow that is gross.,0.15,0.68,0.42,disgusted,empathetic
i was mad when i saw my dog had gotten out PLAYER: i was mad when i saw my dog had gotten out NPC: Was it alright?,0.12,0.92,0.52,furious,empathetic
i was crushed when i didnt get the day off PLAYER: i was crushed when i  didnt get the day off NPC: Oh man! What did you want to do with it?,0.08,0.58,0.12,devastated,empathetic
I just ate 4 donuts by myself PLAYER: I just ate 4 donuts by myself NPC: did they taste good?,0.12,0.45,0.18,ashamed,empathetic
I took a candy bar from a child.  I feel so ashamed of doing that. PLAYER: I took a candy bar from a child. NPC: Why did you do that?,0.18,0.62,0.32,guilty,empathetic
I was really glad to the work the mason did on my building PLAYER: The mason did a great job NPC: What did he do?,0.72,0.62,0.58,impressed,empathetic
